Album titel,Brødtekst,SKU,Pris,Udgivet,Selskab,Attribute,Value,Nid,Lager,Oprettelsesdato
Lars Fiil - Frit Fald," <div title=""Page 1"">
<p>Det er følelsen af at tage den første slurk af sin iskolde cola. Det går i tænderne, tindingerne og tårekanalerne på samme tid. Sådan er lyden af pianist Lars Fiils nye ensemble Frit Fald. Med udgangspunkt i originale kompositioner dyrker de det intime sammenspil, hvor hver tone og vejrtrækning tæller – og bidrager til den konstante bevægelse mellem det stramt komponerede og frit improviserede. Bedst som man tror, der ikke er mere brus tilbage, overvælder trioen med sit intense og til tider hjerteskærende stille udtryk.</p>
<p>Fiil gjorde sig første gang bemærket, da han i 2010 vandt den prestigefulde konkurrence Ung Jazz med sit band Lars Fiil Quartet. Senere tog han publikum med storm, da han med samme orkester udgav det anmelderroste debutalbum Reconsideration, der blev nomineret til en Danish Music Award.</p>
<p>Det er en anden Fiil i Frit Fald. Efter tre år i eksil – musikalsk og mentalt – er han tilbage i en mere ærlig og moden version. Med sig har han et gammelt og et nyt bekendtskab; saxofonisten Lis Raabjerg Kruse, der har fulgt Fiil siden han brød igennem med sin kvartet og trommeslageren Bjørn Heebøll, der tidligere har samarbejdet med prominente navne som Peter Brötzmann, Evan Parker, Pierre Dørge og Jacob Anderskov.</p>
<p>Trioen udgav i slutningen af 2015 albummet `Frit Fald` der allerede har tiltrukket sig megen opmærksomhed både herhjemme og i udlandet.</p>
<p><em>“...de tre musikere kommunikerer intimt og kreativt med fin duft af gammel avantgarde, primært af europæisk tilsnit.”</em><br /><strong>Kjeld Frandsen, Berlingske Tidende (4 stjerner)</strong></p>
<p><em>""This is music that whispers in the wilderness without getting lost.”- </em><br /><strong><a href=""http://allaboutjazz.com/"">Allaboutjazz.com</a></strong></p>
<p><em>""...musikken svever, og vi føler nesten at vi følger med i flukten over det Jyllandske bondelandet.""- </em><br /><strong>Jan Granlie, <a href=""http://salt-peanuts.eu/"">Salt-peanuts.eu</a></strong></p>
<p><em>“Det er en anbefalelsesværdig plade til lyttere, der værdsætter åben jazz.” - </em><br /><strong>Niels Overgård, <a href=""http://jazznyt.com/"">jazznyt.com</a> </strong></p>
</div>
 ",FFR1115,"85,00 kr.",1,Lars Fiil,Format:select:1,"12"" LP:1",4147,30.00,2016-09-19
Fiil Free - Everything Is A Translation," <div>
<p><em>""Seriously good stuff.""</em><br /><strong>- Bird Is The Worm (læs hele anmeldelsen <a href=""http://www.birdistheworm.com/this-is-jazz-today-pip-fiil-free-hely-beekman-jacam-manricks/"">her</a>)</strong></p>
<p><em>""Everything Is A Translation is one of those CDs that opens doors and windows in musical minds. Using seven musicians who interpret each other’s music so acutely was a stroke of genius on Lars part so, take the plunge,  let Lars lead and trust the music created by this exceptional septet take you into a land of wonders.""</em><br /><strong>- Sammy Stein, Jazz In Europe (læs hele anmeldelsen <a href=""http://jazzineurope.mfmmedia.nl/2016/10/cd-review-from-sammy-stein/"">her</a>)</strong></p>
<p><em>""Overall this album is another proof that the young European Improvising scene is alive and kicking like never before, creating a melting pot of influences between Scandinavian, East and West European cultures, forging a strong Jazz Culture, which hopefully will last for a long time and keep developing in the process. Not to be missed by any Free Jazz fans anywhere in the world!""</em><br /><strong>- Adam Baruch (læs hele anmeldelsen <a href=""http://www.adambaruch.com/reviews_item.asp?item=105267"">her</a>)</strong></p>
</div>
<div>Imens mange andre improvisationsmusikere er optaget af at udgive soloalbums og organisere sig i mindre grupper, så går Lars Fiil i den modsatte retning. Den anmelderroste pianist opruster med et syv mand stort orkester, Fiil Free og beviser, at 'big is beautiful'.</div>
<p>’Everything Is A Translation’ er Fiils tredje album i eget navn. Først udgav han med sin kvartet ’Reconsideration’ (2011), der blev nomineret til en Danish Music Award, dernæst var det triopladen ’Frit Fald’ (2015), der har vakt international interesse hos både anmeldere og bookere. Med den nye septet satser Fiil på et større og mere ekspressivt setup. Pianisten, har sammensat et hold bestående af nogle af de mest markante improvisationsmusikere fra den europæiske jazzscene. Det har givet plads til at eksperimentere med Fiils underfundige kompositoriske idéer. </p>
<div>’Everything is a Translation’ byder på passager for vibrafon og knitrende klaver, bløde buestrøg på guitar, bas og bækkener og luftstrømme, der hvirvler ud og ind af buet messing og klarinetter. Musikken bevæger sig dynamisk fra lyriske toner til ekspressive, kollektive improvisationer og gedigne grooves på et øjeblik. </div>
<div> </div>
<div>At stort er smukt, bliver for alvor tydeligt på titelnummeret, hvor</div>
<div>septetten folder sig ud i fuldt vingefang. Her hører man puppen klække, og mærker organismen lette. Det er musik, hvor der ikke bliver pyntet på noget. Formerne får lov at stå uredigerede hen. Udtrykket er uden filter. Og verden bliver fremstillet præcis, som den lyder, når den oversættes af syv stærke stemmer og deres instrumenter.</div>
<p>Ordsproget ’hellere lille og vågen, end stor og doven’, gælder altså ikke på dette nye album fra Fiil. ’Everything Is a Translation’ er nemlig både storslået, dynamisk og musikalsk agil.</p>
 ",FFR0916,"65,00 kr.",1,Lars Fiil,Format:select:1,CD:1,4148,6.00,2016-09-19
Acorn Falling - 2nd Plateau of Normalcy," <p>Acorn Falling med Lars Kivig som bagmand er klar med en opsigtsvækkende 2ér, 2nd Plateau of Normalcy, som i stor stil udbygger med musikalske opgraderinger og prominente gæste optrædender. </p>
<p>2nd Plateau of Normalcy flytter både musik og indhold ud i dybere og mere komplekse kompositioner som sammen med en utrolig samling af gæste stjerner cementere at Acorn Falling er et helt unikt projekt både i Danske og internationale sammenhænge.</p>
<p>Gæstelisten på 2nd Plateau of Normalcy tæller bl.a. Thomas Wydler (Nick Cave & The Bad Seeds), John Contreras (Current 93), Zef Noise (Bauhaus/Peter Murphy), Peter Principle (Tuxedomoon) og Joseph Budenholzer (Backworld) samt spændende Danske kunstnere.</p>
<p>Acorn Falling har med denne 2ér rykket fokus fra debutens super eksperimenterende og ambiente lydkollager til mere reel sangskrivning og musikalske kompositioner. Med den tilføjede vokal viser Lars Kivig nye landskaber og sider af sin person og bidrager med sin til tider croonede stemme og meningsfyldte tekster en meget klar retning med musikken og dens budskab.</p>
<p>Pladen er hovedsagligt indspillet i en gammel bunker i København men har elementer på pladen som er indspillet i studier i Berlin, Los Angeles og New York.</p>
<p>Resultatet er et bombardament af smukke, melankolske og til tider kul sorte stemninger som alligevel kaster lys og liv i pladens grundliggene budskab og tema. 2nd Plateau of Normalcy er en plade med musikalsk kant og omtanke for livet, leveret af musikere af fineste karat.</p>
<p>Pladens cover er lavet af 100% genbrugspapir og trykt med kemikaliefrit blæk.</p>
 ",VCSLP007,"87,50 kr.",1,Vicious Records,Format:select:1,"12"" LP:1",4149,30.00,2016-09-19
Bjørn Torske - Feil Knapp,,STSLP 117,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4150,2.00,2016-09-19
Christian Winther - Wintherlyd,,DMELP 11045,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4151,3.00,2016-09-19
Datarock - Fa Fa Fa,,YAP12 005,"87,50 kr.",1,DME,Format:select:1,"12"" EP:1",4152,2.00,2016-09-19
Dirty Old Town - No Returning Home,,VMELP 11037,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4153,2.00,2016-09-19
Hola Ghost - Chupacabra,,HPR 005,"87,50 kr.",1,DME,Format:select:1,"10"" EP:1",4154,1.00,2016-09-19
Homesick Hank - Beautiful Life," <p>Historien om Homesick Hank har sin begyndelse for 12 år siden langt ude i de svenske skove. Sanger og sangskriver Kudre</p>
<div title=""Page 12"">
<div>
<div>
<p>Haan inviterer en håndfuld af sine bedste musikervenner med op på 1800-tals ødegården ”Bjäragården”, langt fra byens larm og trafik.</p>
<p>I tillæg til konceptet ”bring a bottle party” skal alle tage deres mest legendariske instrument med. Festen varer i to uger og ven- nerne returnerer som Homesick Hank og optagelserne til deres første album ”Hey” er i kassen.Startskuddet illustrerer fint hvad Homesick Hank er for en størrelse. Det handler om at hygge sam- men i musikken og i fællesskab improviserer nye sange frem. Ger- ne ud på de sene nattetimer, hvor sortsynet indfinder sig helt na- turligt. Homesick Hank har gennem tiden udgivet tre anmelderroste albums, herunder ”Leave it Behind”, hvor Bonnie 'Prince' Billy synger duet med Kudre Haan på titelsangen. Siden tredje album- udgivelse ”Ghosts” i 2009 har der været stille omkring bandet, men ikke omkring medlemmerne, der har været travlt beskæftiget med midtlivskriser, depressioner, druk og skilsmisser. Alt dette har været inspiration til det 4. album ”Beautiful Life”, hvor Homesick Hank igen har fået fornemt besøg fra staterne i form af Mary Gauthier, der på duetten ”Believe”, er med til at sætte den helt rigtige stemning.</p>
</div>
</div>
</div>
 ",SHARKLP 127,"89,00 kr.",1,Nordic Music Society,Format:select:1,"12"" LP:1",4155,9.00,2016-09-19
Laid Back - Beautiful Day Vol. 2,,ZZZV 120013,"87,50 kr.",1,DME,Format:select:1,"12"" EP:1",4156,2.00,2016-09-19
"Martin Hall - Phasewide, Exit Signs",,OPTIKLP 40,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4157,-3.00,2016-09-19
"Martin Hall, Andrea Pellegrini, Tanja Zapolski - If Power Asks Why",,OPTIKLP 25,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4158,-3.00,2016-09-19
Rumpistol - Mere Rum,,RUMPLP 004,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4159,0.00,2016-09-19
Rumpistol - Dynamo,,RUMPLP 010,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4160,-1.00,2016-09-19
Rumpistol - Talk To You EP,,RUMPEP 004,"87,50 kr.",1,DME,Format:select:1,"12"" EP:1",4161,1.00,2016-09-19
TM Hunter - 1.12.5.24," <p>To år efter udgivelsen af EP'en La Porte, er Københavnerne bag TM Hunter, Michael Fischerson og Therese Fischerson klar med deres første fuldlængde album - ”1.12.5.24.”</p>
<div title=""Page 13"">
<p>Siden 2013 har duoen arbejdet på det der er blevet til et unikt musikalsk univers, skabt af duoens lyst til at eksperi- mentere med krævende ambient popmusik tilsat elementer af verdensmusik.</p>
<p>Michael Fischerson, som også har arbejdet med store dele af det øvrige musikalske vækstlag i København (CTM, Cancer, Iceage, Emma Acs m.fl.), er produceren bag pladen samtidig med at han lægger klaver og keys på albummet og tilfører fylde og en konstant vekselvirkning mellem de analoge in- strumenter og computerens hemmeligheder, mens Thereses bløde og klangfulde vokal varsler både distance og urolig af- venten.</p>
<p>Albummet er blevet til på Det Kongelige Danske Musikkon- servatorium med hjælp fra duoens faste besætning tilsat vio- linelegance af Frederik Thybo fra Cody, trombone og vokal af Frederik Iversen fra det hedengangne Balstyrko, vokal af Emil Davidsen fra blandt andet Goldie Chorus og Indians og slutteligt et remix af den fremragende dj og elektroniske mu- siker Unkwon (bonus track på digital-udgaven). </p>
</div>
 ",NORDICLP 149,"89,00 kr.",1,Nordic Music Society,Format:select:1,"12"" LP:1",4162,9.00,2016-09-19
Universal Funk - One,,APR 057,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4163,2.00,2016-09-19
Universal Funk - Redone,,APRLP 062,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4164,2.00,2016-09-19
Band Ane - Anish Music Too & Free,,JENKALP 06,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4165,2.00,2016-09-19
Bjørn Svin - Browen,,RUMPLP 012,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4166,1.00,2016-09-19
Boho Dancer - Gemini,,NORDICLP 126,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4167,5.00,2016-09-19
CODY - FRACTURES," <p> </p>
<div title=""Page 5"">
<div>
<div>
<p>Hundredevis af koncerter har fået det syv mand store ensemble til at krybe ud af skovmandsskjorterne og ind i en bredere og dybere lyd. Den folder de ud på deres andet fuldlængde album ”Fractures”, som også tematisk cirkler om, ja, brud.</p>
<p>CODY er vokset ud fra den københavnske undergrund og har forplantet sig i store dele af hjemlandet og Europa. Metoden har været noget så gammeldags som stensikker sangskrivning, talrige koncerter, og en stor musikalsk nysgerrighed og skabertrang. Derfor har de også gennemgået en stor musikalsk udvikling gennem deres femårige levetid. Hvor CODY tidligere søgte over Atlanten, søger de nu på én og samme tid ud mod verdenshjørnerne og ind mod den skandinaviske tone. Tendenserne viste sig på sidste års EP ”Under The Pillow, Under The Elms”, der markerede en ny vej og på ”Fractures” er der endnu højere til loftet, længere mel- lem væggene og i det hele taget mere rum.</p>
<p>På albummet finder man i den ene ende af skalaen åbningsnummeret ”Disharmony”, som tålmodigt fører lytteren igennem, hvad CODY har været, og hvad de er ved at udvikle sig til, og i den anden ende af skalaen hører man helt nye klangflader i sange som ”Mirror” og ”Rocky Moun- tains” </p>
</div>
</div>
</div>
 ",NORDICLP 118,"89,00 kr.",1,Nordic Music Society,Format:select:1,"12"" LP:1",4169,6.00,2016-09-19
DISKHOLICS ANONYMOUS TRIO - WEAPONS OF ASS DESTR,,STSLP 091,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4170,5.00,2016-09-19
DIVERSE - RUMP COMP VOL. ONE,,RUMPLP 002,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4171,5.00,2016-09-19
Sofus Forsberg - Udefra,,JENKALP 003,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4173,3.00,2016-09-19
Future 3 - Like...,,APRLP 050,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4174,2.00,2016-09-19
Outdoor Fun - Oysters & Ninghtingales,,DMELP 11087,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4175,5.00,2016-09-19
Karsten Pflum - Idhax,,RUMPLP 005,"87,50 kr.",1,DME,Format:select:1,"12"" LP + 7"" single:1",4176,5.00,2016-09-19
Red Shifter - Compania,,GEIGERLP 020,"87,50 kr.",1,DME,Format:select:1,"12"" LP:1",4177,5.00,2016-09-19
The Sandmen - Live In Copenhagen," <p>”Live in Copenhagen” er ikke en hvilken som helst rock-plade, fra et hvilket som helst rock-band. The Sandmen har med opløsning og gendannelser til trods, eksisteret i 25 år og har 9 album-udgivelser i bagkataloget. Med deres vedvarende musikalske indspark har The Sandmen gennem årene opnået en helt særlig plads i den danske rockhistorie. Ikke blot fordi at de er indehavere af en af landets absolut stærkeste og mest karismatiske vokalister ved Allan Vegenfeldt, og ikke ”blot” fordi de har udgivet en række nyklassiske albums, men også fordi de har spillet et hav af legendariske koncerter. Vel at mærke livekoncerter der på mange måder adskiller sig radikalt fra studioversionerne.</p>
<div title=""Page 18"">
<p>Live indeholder bandet flere og især mere syrerockede og jammede fa- cetter, end deres mange radiohits gennem tiderne vidner om. Et yderst lytteværdigt vidnesbyrd på dette er den 12 minutter lange skæring ”Monkeys – Slavesong”, hvor ”Monkeys” jammer over i ”Slavesong”og viser et indfølt sammenspil når det er bedst. ”Live In Copenhagen” føjer således endnu et vigtigt kapitel til bandets diskografi. </p>
</div>
 ",NORDICLP 120,"89,00 kr.",1,DME,Format:select:1,"12"" LP:1",4178,0.00,2016-09-19
Tårn - Ud Af Mit Vindue," <p>TÅRN har i det forgangene år markeret sig stærkt på livesce- nen med optrædener på bl.a. Roskilde Festivals Rising, på et udsolgt Bremen teater til Nye Toner samt en egen udsolgt koncert på Musikcafeen i Huset i København i december må- nede 2015.</p>
<div title=""Page 3"">
<p>Odense-gruppen, der nu har base i KBH, består af ungdoms- vennerne Erik, Daniel og Hans Henrik. Deres legende guitar- pop trækker både på amerikansk indie, britisk shoegaze og den nordiske indiemelankoli og gør TÅRNs musik uforudsige- lig.</p>
<p>Bandet begyndte indspilningerne af de sange som de havde skrevet i de forudgående år, i 2014. I Processen fik de koblet Søren Jensen Buhl (trommeslager i Blaue Blume) på som producer og med ham, samt tekniker Troels Damgaard, har gruppen ad flere omgange indspillet i Black Torndao Studio i København og nu foreligger det endeligt resultat i form af det ti sange lange album ”Ud Ad Mit Vindue”.</p>
<p>Efter deres koncert på Bremen Teater samlede P3 programmet Barometeret op på bandet og testede sangen ”Stille Stille”, som strøg ind på en 1. plads på den alternative hitli- ste. Sangen forblev i det gode selskab på listen i de maksi- male 8 uger, heraf 3 som nr. 1. </p>
</div>
 ",NORDICLP 159,"89,00 kr.",1,Nordic Music Society,Format:select:1,"12"" LP:1",4179,2.00,2016-09-19
